동물종류,나이그룹,성별,중성화 여부,시도,총건수,입양건수,평균체중,입양률
고양이,4-5세,암컷,중성화 X,경상북도,39,9,3.5353846153846153,23.08
고양이,4-5세,암컷,중성화 X,광주광역시,17,5,3.3529411764705883,29.41
고양이,4-5세,암컷,중성화 X,대구광역시,20,4,2.9995000000000003,20.0
고양이,4-5세,암컷,중성화 X,대전광역시,1,0,0.1,0.0
고양이,4-5세,암컷,중성화 X,부산광역시,83,14,3.595180722891566,16.87
고양이,4-5세,암컷,중성화 X,서울특별시,40,7,3.0428571428571427,17.5
고양이,4-5세,암컷,중성화 X,세종특별자치시,4,0,3.725,0.0
고양이,4-5세,암컷,중성화 X,울산광역시,19,2,4.0,10.53
고양이,4-5세,암컷,중성화 X,인천광역시,60,16,3.7756666666666665,26.67
고양이,4-5세,암컷,중성화 X,전라남도,29,8,3.203448275862069,27.59
고양이,4-5세,암컷,중성화 X,전북특별자치도,63,21,3.697936507936508,33.33
고양이,4-5세,암컷,중성화 X,제주특별자치도,17,2,3.6941176470588233,11.76
고양이,4-5세,암컷,중성화 X,충청남도,32,11,3.521875,34.38
고양이,4-5세,암컷,중성화 X,충청북도,21,6,3.7523809523809524,28.57
고양이,6-7세,미상,미상,강원특별자치도,1,1,4.0,100.0
고양이,6-7세,미상,미상,경기도,12,1,3.858333333333333,8.33
고양이,6-7세,미상,미상,경상남도,4,0,2.875,0.0
고양이,6-7세,미상,미상,경상북도,1,0,3.0,0.0
고양이,6-7세,미상,미상,광주광역시,1,0,4.3,0.0
고양이,6-7세,미상,미상,대구광역시,4,1,3.3,25.0
고양이,6-7세,미상,미상,대전광역시,2,0,2.0,0.0
고양이,6-7세,미상,미상,부산광역시,5,1,3.6,20.0
고양이,6-7세,미상,미상,서울특별시,2,0,2.75,0.0
고양이,6-7세,미상,미상,울산광역시,14,0,4.72,0.0
고양이,6-7세,미상,미상,인천광역시,9,1,5.644444444444444,11.11
고양이,6-7세,미상,미상,충청남도,5,2,4.856,40.0
고양이,6-7세,미상,미상,충청북도,3,0,4.0,0.0
고양이,6-7세,미상,중성화 O,경기도,1,1,4.0,100.0
고양이,6-7세,미상,중성화 O,대구광역시,2,0,3.0,0.0
고양이,6-7세,미상,중성화 O,서울특별시,2,0,14.0,0.0
고양이,6-7세,미상,중성화 X,강원특별자치도,1,0,3.4,0.0
고양이,6-7세,미상,중성화 X,경기도,1,0,7.0,0.0
고양이,6-7세,미상,중성화 X,경상북도,2,0,5.0600000000000005,0.0
고양이,6-7세,미상,중성화 X,부산광역시,4,1,3.125,25.0
고양이,6-7세,미상,중성화 X,서울특별시,3,1,5.833333333333333,33.33
고양이,6-7세,미상,중성화 X,울산광역시,2,0,3.6,0.0
고양이,6-7세,미상,중성화 X,전북특별자치도,1,1,6.0,100.0
고양이,6-7세,수컷,미상,강원특별자치도,1,1,3.8,100.0
고양이,6-7세,수컷,미상,경기도,11,2,4.154545454545455,18.18
고양이,6-7세,수컷,미상,경상남도,12,1,3.9333333333333336,8.33
고양이,6-7세,수컷,미상,경상북도,8,4,3.4074999999999998,50.0
고양이,6-7세,수컷,미상,광주광역시,3,1,3.9,33.33
고양이,6-7세,수컷,미상,대전광역시,2,2,4.25,100.0
고양이,6-7세,수컷,미상,부산광역시,36,1,4.1194444444444445,2.78
고양이,6-7세,수컷,미상,서울특별시,4,1,3.6,25.0
고양이,6-7세,수컷,미상,세종특별자치시,1,0,3.65,0.0
고양이,6-7세,수컷,미상,울산광역시,1,0,,0.0
고양이,6-7세,수컷,미상,인천광역시,7,3,5.214285714285714,42.86
고양이,6-7세,수컷,미상,전라남도,4,0,3.9749999999999996,0.0
고양이,6-7세,수컷,미상,전북특별자치도,2,1,7.5,50.0
고양이,6-7세,수컷,미상,충청남도,1,0,5.0,0.0
고양이,6-7세,수컷,미상,충청북도,1,0,2.0,0.0
고양이,6-7세,수컷,중성화 O,경기도,89,22,4.532584269662921,24.72
고양이,6-7세,수컷,중성화 O,경상남도,4,2,3.45,50.0
고양이,6-7세,수컷,중성화 O,경상북도,8,2,4.217499999999999,25.0
고양이,6-7세,수컷,중성화 O,광주광역시,14,5,4.7,35.71
고양이,6-7세,수컷,중성화 O,대구광역시,5,2,5.0,40.0
고양이,6-7세,수컷,중성화 O,부산광역시,10,4,4.43,40.0
고양이,6-7세,수컷,중성화 O,서울특별시,92,20,4.008152173913044,21.74
고양이,6-7세,수컷,중성화 O,세종특별자치시,2,2,3.0999999999999996,100.0
고양이,6-7세,수컷,중성화 O,울산광역시,3,1,6.216666666666666,33.33
고양이,6-7세,수컷,중성화 O,인천광역시,16,4,4.84375,25.0
고양이,6-7세,수컷,중성화 O,전라남도,2,2,8.61,100.0
고양이,6-7세,수컷,중성화 O,전북특별자치도,6,2,4.916666666666667,33.33
고양이,6-7세,수컷,중성화 O,제주특별자치도,11,2,5.027272727272727,18.18
고양이,6-7세,수컷,중성화 O,충청남도,13,7,4.8307692307692305,53.85
고양이,6-7세,수컷,중성화 O,충청북도,14,11,5.142857142857143,78.57
고양이,6-7세,수컷,중성화 X,강원특별자치도,22,0,5.704545454545454,0.0
고양이,6-7세,수컷,중성화 X,경기도,118,16,3.9356410256410257,13.56
고양이,6-7세,수컷,중성화 X,경상남도,7,0,3.057142857142857,0.0
고양이,6-7세,수컷,중성화 X,경상북도,4,0,4.55,0.0
고양이,6-7세,수컷,중성화 X,광주광역시,21,4,3.8819047619047615,19.05
고양이,6-7세,수컷,중성화 X,대구광역시,13,3,4.0284615384615385,23.08
고양이,6-7세,수컷,중성화 X,부산광역시,20,3,4.575,15.0
고양이,6-7세,수컷,중성화 X,서울특별시,70,8,3.625142857142857,11.43
고양이,6-7세,수컷,중성화 X,세종특별자치시,3,0,3.233333333333333,0.0
고양이,6-7세,수컷,중성화 X,울산광역시,4,2,4.4325,50.0
고양이,6-7세,수컷,중성화 X,인천광역시,16,4,4.2625,25.0
고양이,6-7세,수컷,중성화 X,전라남도,14,4,4.7749999999999995,28.57
고양이,6-7세,수컷,중성화 X,전북특별자치도,7,0,4.421428571428572,0.0
고양이,6-7세,수컷,중성화 X,제주특별자치도,25,1,4.1,4.0
고양이,6-7세,수컷,중성화 X,충청남도,17,5,3.923529411764706,29.41
고양이,6-7세,수컷,중성화 X,충청북도,12,3,4.216666666666667,25.0
고양이,6-7세,암컷,미상,강원특별자치도,2,0,4.45,0.0
고양이,6-7세,암컷,미상,경기도,99,22,3.600808080808081,22.22
고양이,6-7세,암컷,미상,경상남도,17,1,4.147058823529412,5.88
고양이,6-7세,암컷,미상,경상북도,3,2,3.733333333333333,66.67
고양이,6-7세,암컷,미상,광주광역시,9,1,2.966666666666667,11.11
고양이,6-7세,암컷,미상,대구광역시,5,2,2.762,40.0
고양이,6-7세,암컷,미상,대전광역시,2,0,3.25,0.0
고양이,6-7세,암컷,미상,부산광역시,83,7,3.904819277108434,8.43
고양이,6-7세,암컷,미상,서울특별시,97,14,3.0167010309278353,14.43
고양이,6-7세,암컷,미상,울산광역시,9,3,6.013333333333333,33.33
고양이,6-7세,암컷,미상,인천광역시,10,3,3.7399999999999998,30.0
고양이,6-7세,암컷,미상,전북특별자치도,4,1,4.975,25.0
고양이,6-7세,암컷,미상,제주특별자치도,12,0,3.2416666666666667,0.0
고양이,6-7세,암컷,미상,충청남도,8,2,3.3125,25.0
고양이,6-7세,암컷,미상,충청북도,17,7,3.523529411764706,41.18
고양이,6-7세,암컷,중성화 O,강원특별자치도,2,0,7.0,0.0
고양이,6-7세,암컷,중성화 O,경기도,27,5,3.012592592592593,18.52
고양이,6-7세,암컷,중성화 O,경상남도,1,1,3.0,100.0
고양이,6-7세,암컷,중성화 O,경상북도,1,1,4.0,100.0
고양이,6-7세,암컷,중성화 O,대구광역시,5,3,3.818,60.0
고양이,6-7세,암컷,중성화 O,부산광역시,3,1,2.6999999999999997,33.33
고양이,6-7세,암컷,중성화 O,서울특별시,17,5,3.3294117647058825,29.41
고양이,6-7세,암컷,중성화 O,울산광역시,2,0,6.4,0.0
고양이,6-7세,암컷,중성화 O,인천광역시,2,1,4.0,50.0
고양이,6-7세,암컷,중성화 O,전라남도,1,1,4.7,100.0
고양이,6-7세,암컷,중성화 O,전북특별자치도,5,2,3.37,40.0
고양이,6-7세,암컷,중성화 O,제주특별자치도,3,0,3.6999999999999997,0.0
고양이,6-7세,암컷,중성화 O,충청남도,3,0,4.866666666666666,0.0
고양이,6-7세,암컷,중성화 X,강원특별자치도,9,0,3.988888888888889,0.0
고양이,6-7세,암컷,중성화 X,경기도,56,17,3.6605357142857144,30.36
고양이,6-7세,암컷,중성화 X,경상남도,3,0,2.9933333333333336,0.0
고양이,6-7세,암컷,중성화 X,경상북도,11,5,3.3390909090909093,45.45
고양이,6-7세,암컷,중성화 X,광주광역시,3,0,2.066666666666667,0.0
고양이,6-7세,암컷,중성화 X,대구광역시,6,2,3.685,33.33
고양이,6-7세,암컷,중성화 X,부산광역시,10,1,3.8600000000000003,10.0
고양이,6-7세,암컷,중성화 X,서울특별시,9,2,5.1257142857142854,22.22
고양이,6-7세,암컷,중성화 X,세종특별자치시,1,0,3.8,0.0
고양이,6-7세,암컷,중성화 X,울산광역시,4,1,3.9924999999999997,25.0
고양이,6-7세,암컷,중성화 X,인천광역시,6,3,3.716666666666667,50.0
고양이,6-7세,암컷,중성화 X,전라남도,8,0,3.1625,0.0
고양이,6-7세,암컷,중성화 X,전북특별자치도,4,0,3.4375,0.0
고양이,6-7세,암컷,중성화 X,제주특별자치도,4,0,4.15,0.0
고양이,6-7세,암컷,중성화 X,충청남도,1,0,4.0,0.0
고양이,6-7세,암컷,중성화 X,충청북도,1,0,3.0,0.0
고양이,60일미만,미상,미상,강원특별자치도,123,29,0.46153846153846156,23.58
고양이,60일미만,미상,미상,경기도,222,57,0.34600000000000003,25.68
고양이,60일미만,미상,미상,경상남도,68,13,0.6477941176470587,19.12
고양이,60일미만,미상,미상,경상북도,30,16,0.507,53.33
고양이,60일미만,미상,미상,대구광역시,41,2,0.988780487804878,4.88
고양이,60일미만,미상,미상,대전광역시,254,67,0.36019685039370075,26.38
고양이,60일미만,미상,미상,부산광역시,361,80,0.4791666666666667,22.16
고양이,60일미만,미상,미상,서울특별시,26,7,1.0523076923076924,26.92
고양이,60일미만,미상,미상,울산광역시,56,1,1.2607142857142857,1.79
고양이,60일미만,미상,미상,인천광역시,68,3,0.39073529411764707,4.41
고양이,60일미만,미상,미상,전라남도,32,3,0.825,9.38
고양이,60일미만,미상,미상,전북특별자치도,52,20,0.8646666666666666,38.46
고양이,60일미만,미상,미상,제주특별자치도,2,0,0.1,0.0
고양이,60일미만,미상,미상,충청남도,193,34,0.48462857142857146,17.62
고양이,60일미만,미상,미상,충청북도,112,2,0.5824107142857143,1.79
고양이,60일미만,미상,중성화 O,강원특별자치도,1,0,0.7,0.0
고양이,60일미만,미상,중성화 O,경기도,5,2,0.358,40.0
고양이,60일미만,미상,중성화 O,경상남도,2,2,0.31,100.0
고양이,60일미만,미상,중성화 O,대구광역시,2,0,2.075,0.0
고양이,60일미만,미상,중성화 O,서울특별시,1,1,3.0,100.0
고양이,60일미만,미상,중성화 O,울산광역시,1,0,0.12,0.0
고양이,60일미만,미상,중성화 O,인천광역시,2,1,0.30000000000000004,50.0
고양이,60일미만,미상,중성화 O,전라남도,1,0,3.0,0.0
고양이,60일미만,미상,중성화 X,강원특별자치도,322,79,2.3389341692789967,24.53
고양이,60일미만,미상,중성화 X,경기도,1459,319,0.3482042494859493,21.86
고양이,60일미만,미상,중성화 X,경상남도,424,88,0.9833962264150943,20.75
고양이,60일미만,미상,중성화 X,경상북도,303,186,0.46179401993355484,61.39
고양이,60일미만,미상,중성화 X,광주광역시,2,0,0.09,0.0
고양이,60일미만,미상,중성화 X,대구광역시,1329,197,0.2312725903614458,14.82
고양이,60일미만,미상,중성화 X,대전광역시,28,6,0.33214285714285713,21.43
고양이,60일미만,미상,중성화 X,부산광역시,1687,514,0.3981564908120925,30.47
고양이,60일미만,미상,중성화 X,서울특별시,148,72,1.3644594594594595,48.65
고양이,60일미만,미상,중성화 X,울산광역시,569,79,0.4653521126760563,13.88
고양이,60일미만,미상,중성화 X,인천광역시,1227,358,0.3032192339038305,29.18
고양이,60일미만,미상,중성화 X,전라남도,138,33,0.6829710144927537,23.91
고양이,60일미만,미상,중성화 X,전북특별자치도,621,310,0.6341100323624596,49.92
고양이,60일미만,미상,중성화 X,제주특별자치도,166,24,0.13373493975903614,14.46
고양이,60일미만,미상,중성화 X,충청남도,347,125,0.41501557632398756,36.02
고양이,60일미만,미상,중성화 X,충청북도,182,23,0.4927472527472528,12.64
고양이,60일미만,수컷,미상,강원특별자치도,435,115,1.0765060240963855,26.44
고양이,60일미만,수컷,미상,경기도,45,9,0.6144444444444445,20.0
고양이,60일미만,수컷,미상,경상남도,7,4,0.5671428571428572,57.14
고양이,60일미만,수컷,미상,경상북도,7,5,0.41428571428571426,71.43
고양이,60일미만,수컷,미상,광주광역시,12,0,0.2708333333333333,0.0
고양이,60일미만,수컷,미상,대구광역시,3,2,0.68,66.67
고양이,60일미만,수컷,미상,대전광역시,41,21,1.2939024390243903,51.22
고양이,60일미만,수컷,미상,부산광역시,130,28,0.4593846153846154,21.54
고양이,60일미만,수컷,미상,서울특별시,43,10,0.32279069767441865,23.26
고양이,60일미만,수컷,미상,세종특별자치시,48,29,0.35520833333333335,60.42
고양이,60일미만,수컷,미상,울산광역시,2,1,3.0,50.0
고양이,60일미만,수컷,미상,인천광역시,141,62,0.47106382978723405,43.97
고양이,60일미만,수컷,미상,전라남도,6,1,0.6,16.67
고양이,60일미만,수컷,미상,전북특별자치도,12,8,0.77,66.67
고양이,60일미만,수컷,미상,제주특별자치도,1,0,0.2,0.0
고양이,60일미만,수컷,미상,충청남도,156,81,0.5003225806451612,51.92
고양이,60일미만,수컷,미상,충청북도,160,23,0.6335625,14.37
고양이,60일미만,수컷,중성화 O,강원특별자치도,2,0,0.9,0.0
고양이,60일미만,수컷,중성화 O,경기도,22,10,1.9727272727272727,45.45
고양이,60일미만,수컷,중성화 O,경상남도,8,7,0.5287499999999999,87.5
고양이,60일미만,수컷,중성화 O,경상북도,2,2,2.8,100.0
고양이,60일미만,수컷,중성화 O,광주광역시,4,1,4.8,25.0
고양이,60일미만,수컷,중성화 O,대구광역시,1,1,0.7,100.0
고양이,60일미만,수컷,중성화 O,부산광역시,2,1,3.8,50.0
고양이,60일미만,수컷,중성화 O,서울특별시,12,3,3.9299999999999997,25.0
고양이,60일미만,수컷,중성화 O,세종특별자치시,1,0,0.15,0.0
고양이,60일미만,수컷,중성화 O,울산광역시,3,1,4.333333333333333,33.33
고양이,60일미만,수컷,중성화 O,인천광역시,5,2,3.96,40.0
고양이,60일미만,수컷,중성화 O,전라남도,2,2,3.035,100.0
고양이,60일미만,수컷,중성화 O,전북특별자치도,3,0,3.0666666666666664,0.0
고양이,60일미만,수컷,중성화 O,제주특별자치도,1,0,3.4,0.0
고양이,60일미만,수컷,중성화 O,충청남도,8,5,1.6625,62.5
고양이,60일미만,수컷,중성화 X,강원특별자치도,443,106,0.9664932126696832,23.93
고양이,60일미만,수컷,중성화 X,경기도,3392,1103,0.3871386430678466,32.52
고양이,60일미만,수컷,중성화 X,경상남도,406,210,0.5783544303797468,51.72
고양이,60일미만,수컷,중성화 X,경상북도,842,510,0.7437708830548926,60.57
고양이,60일미만,수컷,중성화 X,광주광역시,1497,140,0.2993248663101604,9.35
고양이,60일미만,수컷,중성화 X,대구광역시,2480,1169,0.5716619604679306,47.14
고양이,60일미만,수컷,중성화 X,대전광역시,12,8,0.6883333333333334,66.67
고양이,60일미만,수컷,중성화 X,부산광역시,1439,403,0.5689066852367688,28.01
고양이,60일미만,수컷,중성화 X,서울특별시,1552,516,0.40539651837524177,33.25
고양이,60일미만,수컷,중성화 X,세종특별자치시,32,24,0.5234375,75.0
고양이,60일미만,수컷,중성화 X,울산광역시,1432,298,0.45393156424581005,20.81
고양이,60일미만,수컷,중성화 X,인천광역시,1627,746,0.4258266748617087,45.85
고양이,60일미만,수컷,중성화 X,전라남도,683,210,0.545791788856305,30.75
고양이,60일미만,수컷,중성화 X,전북특별자치도,1871,781,0.5166916488222698,41.74
고양이,60일미만,수컷,중성화 X,제주특별자치도,375,126,0.32,33.6
고양이,60일미만,수컷,중성화 X,충청남도,978,408,0.4391605456453305,41.72
고양이,60일미만,수컷,중성화 X,충청북도,706,327,0.6885917496443812,46.32
고양이,60일미만,암컷,미상,강원특별자치도,477,86,0.6339824945295405,18.03
고양이,60일미만,암컷,미상,경기도,792,96,0.2826136363636364,12.12
고양이,60일미만,암컷,미상,경상남도,8,5,0.66125,62.5
고양이,60일미만,암컷,미상,경상북도,19,4,1.0736842105263158,21.05
고양이,60일미만,암컷,미상,광주광역시,25,2,1.2092,8.0
고양이,60일미만,암컷,미상,대구광역시,11,3,2.3045454545454547,27.27
고양이,60일미만,암컷,미상,대전광역시,81,30,0.5275308641975308,37.04
고양이,60일미만,암컷,미상,부산광역시,721,136,0.4204854368932039,18.86
고양이,60일미만,암컷,미상,서울특별시,761,133,0.2449802890932983,17.48
고양이,60일미만,암컷,미상,세종특별자치시,30,19,0.392,63.33
고양이,60일미만,암컷,미상,울산광역시,6,2,3.516666666666667,33.33
고양이,60일미만,암컷,미상,인천광역시,150,64,0.48066666666666663,42.67
고양이,60일미만,암컷,미상,전라남도,8,1,1.45,12.5
고양이,60일미만,암컷,미상,전북특별자치도,12,7,1.37,58.33
고양이,60일미만,암컷,미상,제주특별자치도,2,1,0.30000000000000004,50.0
고양이,60일미만,암컷,미상,충청남도,126,64,0.49063999999999997,50.79
고양이,60일미만,암컷,미상,충청북도,140,38,0.5004379562043796,27.14
고양이,60일미만,암컷,중성화 O,강원특별자치도,1,0,4.3,0.0
고양이,60일미만,암컷,중성화 O,경기도,14,7,1.4814285714285713,50.0
고양이,60일미만,암컷,중성화 O,경상남도,16,14,0.874375,87.5
고양이,60일미만,암컷,중성화 O,경상북도,2,1,2.6,50.0
고양이,60일미만,암컷,중성화 O,대구광역시,4,1,1.6775,25.0
고양이,60일미만,암컷,중성화 O,부산광역시,2,0,3.6500000000000004,0.0
고양이,60일미만,암컷,중성화 O,서울특별시,8,1,2.55375,12.5
고양이,60일미만,암컷,중성화 O,세종특별자치시,1,0,1.5,0.0
고양이,60일미만,암컷,중성화 O,울산광역시,1,0,0.5,0.0
고양이,60일미만,암컷,중성화 O,인천광역시,3,2,1.5,66.67
고양이,60일미만,암컷,중성화 O,전라남도,2,2,3.955,100.0
고양이,60일미만,암컷,중성화 O,전북특별자치도,4,1,0.4075,25.0
고양이,60일미만,암컷,중성화 O,충청남도,2,1,1.35,50.0
고양이,60일미만,암컷,중성화 X,강원특별자치도,517,150,0.8566861598440546,29.01
고양이,60일미만,암컷,중성화 X,경기도,2559,957,0.44641236306729265,37.4
고양이,60일미만,암컷,중성화 X,경상남도,523,232,0.6299420849420849,44.36
고양이,60일미만,암컷,중성화 X,경상북도,829,486,0.4444878048780488,58.62
고양이,60일미만,암컷,중성화 X,광주광역시,1407,135,0.30362731152204836,9.59
고양이,60일미만,암컷,중성화 X,대구광역시,2371,1184,0.48932067510548527,49.94
고양이,60일미만,암컷,중성화 X,대전광역시,13,6,0.4283333333333333,46.15
고양이,60일미만,암컷,중성화 X,부산광역시,747,201,0.35876840696117807,26.91
고양이,60일미만,암컷,중성화 X,서울특별시,695,357,0.5655187319884727,51.37
고양이,60일미만,암컷,중성화 X,세종특별자치시,22,14,0.3663636363636364,63.64
고양이,60일미만,암컷,중성화 X,울산광역시,1032,278,0.47605620155038764,26.94
고양이,60일미만,암컷,중성화 X,인천광역시,1607,729,0.4237025513378967,45.36
고양이,60일미만,암컷,중성화 X,전라남도,807,220,0.5580397022332506,27.26
고양이,60일미만,암컷,중성화 X,전북특별자치도,1775,745,0.5381183098591549,41.97
고양이,60일미만,암컷,중성화 X,제주특별자치도,397,144,0.2889168765743073,36.27
고양이,60일미만,암컷,중성화 X,충청남도,850,317,0.44508373205741625,37.29
고양이,60일미만,암컷,중성화 X,충청북도,682,289,0.6363049853372433,42.38
고양이,8-10세,미상,미상,강원특별자치도,5,0,10.5,0.0
고양이,8-10세,미상,미상,경기도,8,1,3.17,12.5
고양이,8-10세,미상,미상,경상남도,1,1,5.8,100.0
고양이,8-10세,미상,미상,경상북도,4,0,5.0275,0.0
고양이,8-10세,미상,미상,대구광역시,4,1,4.325,25.0
고양이,8-10세,미상,미상,부산광역시,2,1,3.1,50.0
고양이,8-10세,미상,미상,서울특별시,5,1,3.9,20.0
고양이,8-10세,미상,미상,울산광역시,1,0,4.52,0.0
고양이,8-10세,미상,미상,인천광역시,1,0,2.0,0.0
고양이,8-10세,미상,미상,전라남도,1,0,3.5,0.0
고양이,8-10세,미상,미상,충청남도,1,0,5.56,0.0
고양이,8-10세,미상,중성화 O,경기도,3,0,7.666666666666667,0.0
고양이,8-10세,미상,중성화 O,서울특별시,2,0,3.0,0.0
고양이,8-10세,미상,중성화 O,울산광역시,1,0,3.0,0.0
고양이,8-10세,미상,중성화 O,인천광역시,1,0,3.0,0.0
고양이,8-10세,미상,중성화 X,경기도,1,0,3.0,0.0
고양이,8-10세,미상,중성화 X,경상북도,1,0,1.2,0.0
고양이,8-10세,미상,중성화 X,대구광역시,1,0,0.8,0.0
고양이,8-10세,미상,중성화 X,서울특별시,2,1,5.5,50.0
고양이,8-10세,미상,중성화 X,전북특별자치도,1,0,4.0,0.0
고양이,8-10세,수컷,미상,강원특별자치도,1,0,5.2,0.0
고양이,8-10세,수컷,미상,경기도,6,2,4.5,33.33
고양이,8-10세,수컷,미상,경상남도,5,0,4.4,0.0
고양이,8-10세,수컷,미상,경상북도,1,0,3.0,0.0
고양이,8-10세,수컷,미상,대구광역시,1,0,2.1,0.0
고양이,8-10세,수컷,미상,부산광역시,20,0,3.715,0.0
고양이,8-10세,수컷,미상,서울특별시,5,0,3.8,0.0
고양이,8-10세,수컷,미상,울산광역시,1,0,2.75,0.0
고양이,8-10세,수컷,미상,인천광역시,4,0,3.425,0.0
고양이,8-10세,수컷,미상,전라남도,4,1,3.525,25.0
고양이,8-10세,수컷,미상,충청남도,3,1,3.533333333333333,33.33
고양이,8-10세,수컷,중성화 O,강원특별자치도,3,0,4.333333333333333,0.0
고양이,8-10세,수컷,중성화 O,경기도,40,6,4.25,15.0
고양이,8-10세,수컷,중성화 O,경상북도,4,2,6.175,50.0
고양이,8-10세,수컷,중성화 O,광주광역시,1,0,2.6,0.0
고양이,8-10세,수컷,중성화 O,대구광역시,6,3,5.853333333333333,50.0
고양이,8-10세,수컷,중성화 O,부산광역시,6,2,4.183333333333334,33.33
고양이,8-10세,수컷,중성화 O,서울특별시,44,6,3.8645454545454543,13.64
고양이,8-10세,수컷,중성화 O,세종특별자치시,1,1,4.8,100.0
고양이,8-10세,수컷,중성화 O,울산광역시,2,1,4.55,50.0
고양이,8-10세,수컷,중성화 O,인천광역시,5,1,4.04,20.0
고양이,8-10세,수컷,중성화 O,전북특별자치도,1,1,4.2,100.0
고양이,8-10세,수컷,중성화 O,제주특별자치도,6,0,4.166666666666667,0.0
고양이,8-10세,수컷,중성화 O,충청남도,7,4,4.885714285714285,57.14
고양이,8-10세,수컷,중성화 X,강원특별자치도,4,1,4.075,25.0
고양이,8-10세,수컷,중성화 X,경기도,42,3,3.2480487804878044,7.14
고양이,8-10세,수컷,중성화 X,경상남도,3,0,2.6666666666666665,0.0
고양이,8-10세,수컷,중성화 X,경상북도,2,0,3.6,0.0
고양이,8-10세,수컷,중성화 X,광주광역시,4,0,3.45,0.0
고양이,8-10세,수컷,중성화 X,대구광역시,11,4,2.9572727272727275,36.36
고양이,8-10세,수컷,중성화 X,부산광역시,6,1,4.733333333333333,16.67
고양이,8-10세,수컷,중성화 X,서울특별시,33,1,3.4454545454545453,3.03
고양이,8-10세,수컷,중성화 X,울산광역시,1,0,2.2,0.0
고양이,8-10세,수컷,중성화 X,인천광역시,8,4,3.8,50.0
고양이,8-10세,수컷,중성화 X,전라남도,6,1,4.166666666666667,16.67
고양이,8-10세,수컷,중성화 X,전북특별자치도,3,1,2.4333333333333336,33.33
고양이,8-10세,수컷,중성화 X,제주특별자치도,11,0,4.454545454545454,0.0
고양이,8-10세,수컷,중성화 X,충청남도,7,2,3.0542857142857147,28.57
고양이,8-10세,수컷,중성화 X,충청북도,5,0,3.4799999999999995,0.0
고양이,8-10세,암컷,미상,강원특별자치도,3,0,3.5666666666666664,0.0
고양이,8-10세,암컷,미상,경기도,39,1,3.174358974358974,2.56
고양이,8-10세,암컷,미상,경상남도,11,0,4.5,0.0
고양이,8-10세,암컷,미상,경상북도,8,4,3.225,50.0
고양이,8-10세,암컷,미상,광주광역시,4,0,3.475,0.0
고양이,8-10세,암컷,미상,대구광역시,8,3,2.75875,37.5
고양이,8-10세,암컷,미상,부산광역시,31,4,3.670967741935484,12.9
고양이,8-10세,암컷,미상,서울특별시,49,7,2.7857142857142856,14.29
고양이,8-10세,암컷,미상,세종특별자치시,1,0,1.7,0.0
고양이,8-10세,암컷,미상,울산광역시,3,0,6.0,0.0
고양이,8-10세,암컷,미상,인천광역시,9,2,3.1666666666666665,22.22
고양이,8-10세,암컷,미상,전라남도,3,0,2.9,0.0
고양이,8-10세,암컷,미상,제주특별자치도,5,1,3.38,20.0
고양이,8-10세,암컷,미상,충청남도,8,3,3.83,37.5
고양이,8-10세,암컷,미상,충청북도,3,0,3.6999999999999997,0.0
고양이,8-10세,암컷,중성화 O,강원특별자치도,1,0,3.5,0.0
고양이,8-10세,암컷,중성화 O,경기도,14,1,3.7914285714285714,7.14
고양이,8-10세,암컷,중성화 O,광주광역시,1,0,5.4,0.0
고양이,8-10세,암컷,중성화 O,대구광역시,1,0,4.5,0.0
고양이,8-10세,암컷,중성화 O,부산광역시,2,1,4.0,50.0
고양이,8-10세,암컷,중성화 O,서울특별시,9,2,3.862222222222222,22.22
고양이,8-10세,암컷,중성화 O,울산광역시,2,0,3.375,0.0
고양이,8-10세,암컷,중성화 O,인천광역시,2,0,4.0,0.0
고양이,8-10세,암컷,중성화 O,전라남도,2,0,3.6,0.0
고양이,8-10세,암컷,중성화 X,강원특별자치도,3,1,3.4,33.33
고양이,8-10세,암컷,중성화 X,경기도,15,1,3.066666666666667,6.67
고양이,8-10세,암컷,중성화 X,경상남도,4,0,2.875,0.0
고양이,8-10세,암컷,중성화 X,경상북도,2,0,4.0,0.0
고양이,8-10세,암컷,중성화 X,대구광역시,4,0,2.35,0.0
고양이,8-10세,암컷,중성화 X,부산광역시,1,0,3.0,0.0
고양이,8-10세,암컷,중성화 X,서울특별시,8,1,3.3275,12.5
고양이,8-10세,암컷,중성화 X,울산광역시,1,0,3.6,0.0
고양이,8-10세,암컷,중성화 X,인천광역시,1,1,4.0,100.0
고양이,8-10세,암컷,중성화 X,전라남도,6,2,3.9333333333333336,33.33
고양이,8-10세,암컷,중성화 X,전북특별자치도,3,2,3.5,66.67
고양이,8-10세,암컷,중성화 X,제주특별자치도,3,0,2.2,0.0
고양이,8-10세,암컷,중성화 X,충청남도,2,0,2.34,0.0
고양이,8-10세,암컷,중성화 X,충청북도,2,1,5.75,50.0
고양이,미상,미상,미상,경상남도,1,0,0.5,0.0
고양이,미상,미상,중성화 X,경기도,3,2,0.5499999999999999,66.67
고양이,미상,미상,중성화 X,대구광역시,1,0,1.9,0.0
고양이,미상,미상,중성화 X,서울특별시,1,1,0.6,100.0
고양이,미상,미상,중성화 X,인천광역시,1,0,0.5,0.0
고양이,미상,미상,중성화 X,전북특별자치도,2,0,5.25,0.0
고양이,미상,수컷,미상,경기도,2,2,2.94,100.0
